id,title,people,displayDate,medium,dimensions,invno,primaryMedia,locations,description,copyright,classification,bibliography1
5461,Bathers on Boardwalk,Angelo Pinto,c.  1944,Reverse painting on glass,Sight: 7 7/8 x 9 13/16 in. (20 x 25 cm),BF1042,bf1042_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 23, East Wall","Two females in bathing suits, shown from the shoulders down, stand on a boardwalk with a white railing.  There are ships on the water in the background.",,Paintings,
6929,"Bathers, Annisquam",William James Glackens,1919,"Oil pastel, black crayon, and graphite on wove paper",Overall: 17 x 21 in. (43.2 x 53.3 cm),BF503,bf503_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, East Wall","Two figures in blue bathing suits stand on the shore. Four people swim and a person rows a boat on the water. Sailboats are anchored in the water, and buildings can be seen in the background.","Rights held by Katherine Degn, Kraushaar Gallery.See Glackens constituent record for contact information",Paintings,
5443,Bathtub and Cat,Angelo Pinto,c. 1944,Reverse painting on glass,Sight: 7 3/4 x 9 3/4 in. (19.7 x 24.8 cm),BF723,bf723_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 23, East Wall","A run-down building with a partial structure standing.  A door, some fabric, a mirror, and a chair lay on the ground.  A bathtub holds water and a black cat stands with its front paws up on the rim of the bathtub.",,Paintings,"De Mazia, Violette. ""E Pluribus Unum--Cont'd: Part IV."" The Barnes Foundation Journal of the Art Department 8, no. 2 (Autumn 1977): 20, 20 n, pl. 131."
5178,Beach Scene,Maurice Brazil Prendergast,c. 1910â€“1913,Oil on canvas,Overall: 18 3/8 x 21 3/4 in. (46.7 x 55.2 cm),BF170,bf170_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 12, West Wall",Figures on a beach with sailboats in the background.,,Paintings,"Aronson, Julie and Edward Potthast. Eternal Summer: The Art of Edward Henry Potthast. Cincinnati Art Museum, 2013. Clark, Carol, Nancy Mowll Mathews, and Gwendolyn Owens. Maurice Brazil, Prendergast Charles Prendergast: A Catalogue RaisonnÃ©. Williamstown, Mass.: Williams College Museum of Art, 1990, no. 298, 270 ill.De Mazia, Violette. ""The Barnes Foundation: The Display of Its Art Collection."" Vistas 2, no. 2 (1981-1983): pl. 60 (installation).The Barnes Foundation Journal of the Art Department (Autumn 1977): pl. 136."
5552,Beach Scene and Hill,Maurice Brazil Prendergast,c. 1912â€“1915,Oil on wood panel,Overall: 10 1/2 x 13 3/4 in. (26.7 x 34.9 cm),BF2076,bf2076_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 11, North Wall","People sit and stand on the beach, in the water, and on a hill.",,Paintings,"Clark, Carol, Nancy Mowll Mathews, and Gwendolyn Owens. Maurice Brazil, Prendergast Charles Prendergast: A Catalogue RaisonnÃ©. Williamstown, Mass.: Williams College Museum of Art, 1990, 268 ill."
5644,Beach Scene with Donkeys (or Mules),Maurice Brazil Prendergast,c. 1914â€“1915,Oil on canvas,Overall: 22 1/8 x 32 1/8 in. (56.2 x 81.6 cm),BF116,bf116_i5r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 06, South Wall","Figures on a beach sitting, standing and riding donkeys or mules. Boats are in the background.",,Paintings,"Clark, Carol, Nancy Mowll Mathews, and Gwendolyn Owens. Maurice Brazil Prendergast Charles Prendergast: A Catalogue RaisonnÃ©. Williamstown, Mass.: Williams College Museum of Art, 1990, no. 426, 307 ill.Wattenmaker, Richard J. Maurice Prendergast. New York: Harry N. Abrams, Inc., Publishers, 1994, 133, 134."
5176,Beach Scene with Two Trees,Maurice Brazil Prendergast,c. 1908â€“1910,Oil on wood panel,Overall: 10 1/2 x 13 3/4 in. (26.7 x 34.9 cm),BF345,bf345_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 12, West Wall",People on a beach with two trees and rocks jutting out of the water.,,Paintings,"Clark, Carol, Nancy Mowll Mathews, and Gwendolyn Owens. Maurice Brazil, Prendergast Charles Prendergast: A Catalogue RaisonnÃ©. Williamstown, Mass.: Williams College Museum of Art, 1990, no. 190, 250 ill.De Mazia, Violette. ""The Barnes Foundation: The Display of Its Art Collection."" Vistas 2, no. 2 (1981-1983): pl. 60 (installation)."
4765,Beach and Two Houses,Maurice Brazil Prendergast,c. 1918,Oil on canvas,Overall: 24 5/16 x 35 1/8 in. (61.8 x 89.2 cm),BF557,bf557_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 02, East Wall",Figures and trees are in the foreground with two houses in the middleground and a body of water in the background.,,Paintings,"Clark, Carol, Nancy Mowll Mathews, and Gwendolyn Owens. Maurice Brazil Prendergast, Charles Prendergast: A Catalogue RaisonnÃ©. Williamstown, Mass.: Williams College Museum of Art, 1990, no. 462, 316 ill."
5000,Beach and Village,Maurice Brazil Prendergast,c. 1912â€“1915,Oil on wood panel (later mounted to plywood panel),Overall: 10 1/2 x 13 3/4 in. (26.7 x 34.9 cm),BF2077,bf2077_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 08, East Wall",Figures on a beach with houses in the background.,,Paintings,"Clark, Carol, Nancy Mowll Mathews, and Gwendolyn Owens. Maurice Brazil Prendergast, Charles Prendergast: A Catalogue RaisonnÃ©. Williamstown, Mass.: Williams College Museum of Art, 1990, 317 ill."
5215,Beach at Dieppe,William James Glackens,1906,Oil on canvas,Overall: 24 x 32 in. (61 x 81.3 cm),BF562,bf562_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 13, East Wall",Figures walk and play on a beach with a lighthouse in the distance.,"Rights held by Katherine Degn, Kraushaar Gallery.See Glackens constituent record for contact information",Paintings,"Berman, Avis. William Glackens. New York: Skira Rizzoli, 2014.  De Mazia, Violette. ""The Case of Glackens vs. Renoir."" The Barnes Foundation Journal of the Art Department 2, no. 2 (Autumn 1971): 22, pl. 20.---. ""Creative Distortion: The Case of the Levitated Pear."" The Barnes Foundation Journal of the Art Department 4, no. 1 (Spring 1973): 10, pl. 5.---. ""E Pluribus Unum."" The Barnes Foundation Journal of the Art Department 7, no. 1 (Spring 1976): 13, 16, pl. 68.Glackens, Ira. William Glackens and the Ashcan Group, 1957, 72.Jatala, Pezhman. William J. Glackens. Documentary, 21:05. 2014. http://nsuartmuseum.org/collection-2/glackens-study-center/. Paintings and Drawings by William Glackens. Exh. cat. Kraushaar Galleries. New York, 1949, cat. no. 6.""Reviews and Previews."" Art News 47, no. 9 (1949): 46-7."
4709,"Beach with Figures, Bellport",William James Glackens,c. 1915,Oil on canvas,Overall: 12 1/4 x 15 1/2 in. (31.1 x 39.4 cm),BF175,bf175_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 02, South Wall","Two women sit under an orange and white umbrella in the lower left corner. In the middle, a woman in black stands next to a woman in green, whose back is to the viewer. At the right edge of the canvas two other woman sit under another orange and white umbrella. Trees and buildings are in the background.","Rights held by Katherine Degn, Kraushaar Gallery.See Glackens constituent record for contact information",Paintings,"Gallatin, A. E. ""William Glackens."" American Magazine of Art 7, no. 7 (May 1916): 261-2.Wattenmaker, Richard J. ""William Glackens's Beach Scene at Bellport.""  Smithsonian Studies in American Art 2, no. 2 (1988): 91, fig. 21."
7312,Bed Warmer,Unidentified maker,18th century,Brass,Overall: 46 1/2 x 13 5/8 x 5 3/8 in. (118.1 x 34.6 x 13.7 cm),01.18.91,01-18-91_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 18, South Wall","A bed warmer with a handle, pierced holes and a raised flower design.",,,
7313,Bed Warmer,Unidentified maker,18th century,Iron and brass,Overall: 40 1/4 x 12 1/2 x 5 3/4 in. (102.2 x 31.8 x 14.6 cm),01.18.96,01-18-96_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 18, South Wall",A bed warmer with a handle and pierced holes forming a star motif.  There are three turnings in the handle.,,,
5323,Before the Bath (Avant le bain),Pierre-Auguste Renoir,c. 1875,Oil on canvas,Overall: 32 5/16 x 26 3/16 in. (82 x 66.5 cm),BF9,bf9_i5r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 07, West Wall","A woman, nude from the waist up, raises her arms to fix her hair. She is partially draped in blue and white fabric and seated in front of a bed.",,Paintings,"Bailey, Colin. Renoir's Portraits: Impressions of an Age. New Haven and London: Yale University Press, 1997, 25. Barnes, Albert C. The Art in Painting. Merion, Pa.: The Barnes Foundation Press, 1925, 469-70.Barnes, Albert C. and Violette de Mazia. The Art of Renoir. Merion, Pa.: The Barnes Foundation Press, 1935, 56 n, 58-60, 58 n, 60 n, 61 n, 62 n, 63 n, 64, 64 n, 65, 72 n, 82 n, 113, 116 n, 123 n, 130 n, 153, 178-9, 180, 193, 193 n, 201 n, 243 ill., 377 n, 387, 402 n, cat. data no. 52.Bodelsen, M. ""Early Impressionist Sales, 1874-94 in the light of some unpublished 'procÃ¨s-verbaux',"" The Burlington Magazine (June 1968): 333, 334, 336, 345.Catalogue des tableaux et acquarelles par Claude Monet, Berthe Morisot, A. Renoir, A. Sisley. HÃ´tel Drouot. Paris, March 24, 1875, no. 44.  Charrier, Philip. ""Nojima Yasuzo's Primitivist Eye: 'Nude' and 'Natural' in Early Japanese Art Photography."" Japanese Studies, Vol. 26, no. 1 (May 2006): 53, 54 ill. Dauberville, Guy-Patrice et Michel. Renoir: catalogue raisonnÃ© des tableaux, pastels, dessins et aquarelles. Vol. 1. Paris: Ã‰ditions Bernheim-Jeune, 2007, no. 602. Daulte, FranÃ§ois. Auguste Renoir: catalogue raisonnÃ© de l'oeuvre peint. Lausanne: Durand-Ruel, 1971, no. 144.De Mazia, Violette. ""E Pluribus Unum--Cont'd: Part IV."" The Barnes Foundation Journal of the Art Department 8, no. 2 (Autumn 1977): pl. 133 (installation).---. ""Form and Matter."" Vistas 5, no. 2 (1991): 12, pl. 15.---. ""E Pluribus Unum."" The Barnes Foundation Journal of the Art Department 7, no. 1 (Spring 1976): 14, 16, pl. 21.Dolkart, Judith F., Martha Lucy, and Derek Gillman. The Barnes Foundation: Masterworks. New York: Skira Rizzoli, 2012: 134-135, 141, 146.Duret, Th. Renoir. Paris, 1924, pl. 8.Duret, Thodore. Renoir. Translated by Madeleine Boyd. New York: Crown Publishers, 1937: 66. ---. Renoir. Leipzig, 1929, 102 ill., no. 64. ?????? [this seems like a mistake--could be Meier-Graefe]Exhibition of Paintings by Renoir. Exhibition checklist. New York: Durand-Ruel Gallery, 1912. Exposition A. Renoir. Exhibition checklist. Paris: Durand-Ruel, 1892. [The painting was possibly in this show; see exhibition history field] Florisoone, Michel. Renoir. Translated from the French by George Frederic Lees Paris: Hyperion Press, 1938, 27.House, John and Anne Distel. Renoir. London: Arts Council of Great Britain, 1985, 20.  Huneker, James Gibbons. ""Things Seen in the World of Art,"" The Sun (Sunday, February 25, 1912), 10.Huneker, James Gibbons. ""A Master Colorist: Pierre-Auguste Renoir,"" New York Sun, probably January 1920. Lucy, Martha and John House. Renoir in the Barnes Foundation. New Haven: Yale University Press, 2012: 2, 22, 45n34, 76-77, 83, 87, 161, 199, 278-79 cat. 5. Mauclair, Camille. The French Impressionists (1860-1900). Translated from French by P. G. Konody. London: Duckworth & Co., 1903, xiv, 125 ill.Meier-Graefe, J. Auguste Renoir. Paris, 1912, 81 ill.Mirbeau, Octave. ""Renoir."" La France, December 8, 1884. ---. ""Renoir"" 1884. Partially reprinted and translated in Works in Oil and pastel by the impressionists of Paris. Exhibition under the management of of the American Art Association of the City of New York. Exh. cat. Preface by Theodore Duret. New York: J.J. Little & Co., 1886: 17-21. ""Renoir at Durand-Ruel's."" American Art News (February 17, 1912): 2. RiviÃ¨re, Georges. Renoir et ses Amis. Paris: H. Floury, 1921, 73 ill.Sweeney, James Johnson. ""The Albert C. Barnes Collection."" The Barnes Foundation Journal of the Art Department 3, no. 2 (Autumn 1972): 31, pl. 21.Tableaux et pastels composant la collection de M. ThÃ©odore Duret. PrÃ©face par Duret. Galerie Georges Petit. Paris, March 19, 1894, cat. 36. The Arts (January, 1923), ill. Venturi, Lionello. Les Archives de l'impressionisme. Lettres de Renoir, Monet, Pissarro, Sisley et Autres; MÃ©moires de Paul Durand-Ruel; Documents. Paris/ New York: Durand-Ruel, 1939: 201.  Wadley, Nicholas. Renoir: A Retrospective. New York: Hugh Lauter Levin, 1987: 250. Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 46, 47 ill. UNPUBLISHED SOURCES:ProcÃ¨s-verbal, Vente de Tableaux de Monet, Morisot, Renoir et Sisley, HÃ´tel Drouot, Paris, 24 mars 1875, no. 55 (cat. 44). [Archives de la Seine D 48 E3 Art. 65; reprinted in Bodelsen 1968].  Note: this is the proceedings of the auction organized by members of the impressionist group on March 24, 1875, at the HÃ´tel Drouot, which included 20 paintings by Renoir. ProcÃ¨s-verbal, Vente ThÃ©odore Duret, 19 March 1894, no. 20 (cat. 36). [Archives de la Seine D 48 E3 Art. 79; reprinted in Bodelsen 1968]. Note: this is the proceedings of the 1894 Duret sale."
6921,Bellied Flagon,Unidentified maker,18th century,Pewter,Overall: 11 1/4 x 5 3/4 x 7 3/8 in. (28.6 x 14.6 x 18.7 cm),01.22.23,01-22-23_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 22, South Wall","A flagon set on a foot with a pear-shaped body, an applied, shaped handle and a  hinged lid with a shell thumbpiece.",,Vessels,"Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 21, fig. 8 (installation)."
6483,Belt,Unidentified maker,c. 1915â€“1920,"Leather, silver, turquoise",Overall (as mounted): 2 3/4 x 37 x 2 in. (7 x 94 x 5.1 cm),A131,a131_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, North Wall Cabinet, Bottom Shelf","A belt with seven sheet silver cut conchos with back hammered repousse dome and secondary leaf forms with a turquoise stone in center.  The secondary designs are provided by die stamping.  The buckle is made later than the belt and contains four turquoise stones. The arrow motifs dates piece to late teens, early 20s, as do the stone sets.",,Jewelry,
5713,Bench,Unidentified maker,19th century,Pine,Overall: 18 1/4 x 28 1/2 x 9 in. (46.4 x 72.4 x 22.9 cm),01.04.09,01-04-09_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 04, North Wall",An oblong bench with two carved legs and a plain stretcher.,,Furniture,
3193,Bermuda Landscape No. 1,Charles Demuth,1917,Watercolor and graphite on wove paper,Overall: 10 x 14 in. (25.4 x 35.6 cm),BF492,bf492_i3r.jpg,"Barnes Foundation (Merion), Gallery, G30, Flat File, Drawer 11","An abstract composition with a ship's smoke stack in the center.",,Paintings,"The Eighteenth Annual Philadelphia Water Color Exhibition. Exh. cat. The Pennsylvania Academy of the Fine Arts, Philadelphia, 1920, 30, cat. no. 229."
3192,Bermuda Landscape No. 2,Charles Demuth,1917,Watercolor and graphite on wove paper,Overall: 10 x 14 in. (25.4 x 35.6 cm),BF491,bf491_i3r.jpg,"Barnes Foundation (Merion), Gallery, G14",An abstract central design with geometric shapes and a palm tree in the lower left corner.,,Paintings,"The Eighteenth Annual Philadelphia Water Color Exhibition. Exh. cat. The Pennsylvania Academy of the Fine Arts, Philadelphia, 1920, cat. no. 228.Rishel, Joseph J. and Katherine Sachs. CÃ©zanne and Beyond. Exh. cat. Philadelphia Museum of Art. Philadelphia, 2009, 286, fig. 10.7."
6520,"Bermuda, Masts and Foliage",Charles Demuth,1917,Watercolor and graphite on wove paper,Overall: 10 x 14 in. (25.4 x 35.6 cm),BF705,bf705_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 17, South Wall",Geometric shapes and green forms.,,Paintings,"Farnham, Emily. ""Charles Demuth: His Life, Psychology. and Works."" Vol. 2. Ph.D. diss., Ohio State University, 1959, 470."
6907,Bermuda: Houses,Charles Demuth,1917,Watercolor and graphite on wove paper,Overall: 10 x 14 in. (25.4 x 35.6 cm),BF708,bf708_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, South Wall",Abstract buildings.,,Paintings,"Farnham, Emily. ""Charles Demuth: His Life, Psychology, and Works."" Vol. 2. Ph.D. diss., Ohio State University, 1959, 502.---. ""Charles Demuth's Bermuda Landscapes."" Art Journal 25, no. 2 (1965-66): 131, fig. 2."
6915,Bermuda: Houses Seen Through Trees,Charles Demuth,1918,Watercolor and graphite on wove paper,Overall: 14 1/4 x 10 in. (36.2 x 25.4 cm),BF647,bf647_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, South Wall",Abstract houses with two large trees in the front.,,Paintings,"Barnes, Albert C. The Art in Painting. Merion, Pa.: The Barnes Foundation Press, 1925, xvii, 363 ill.Barnes, Albert C. and Violette de Mazia. The Art of CÃ©zanne. New York: Harcourt, Brace and Company, 1939, 142 n, cat. data no. 355.Fahlman, Betsy. Chimneys and Towers: Charles Demuth's Late Paintings of Lancaster, exh. cat. Amon Carter Museum. Fort Worth, 2007, fig. 38, ill. 82.Farnham, Emily. ""Charles Demuth: His Life, Psychology and Works."" Vol. 2. Ph.D. diss., Ohio State University, 1959, 502."
6954,Bermuda: Rooftops through Trees,Charles Demuth,1917,Watercolor and graphite on wove paper,Overall: 10 x 14 in. (25.4 x 35.6 cm),BF648,bf648_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, South Wall",Abstract shapes and buildings.,,Paintings,"Farnham, Emily. ""Charles Demuth: His Life, Psychology and Works."" Vol. 2. Ph.D. diss., Ohio State University, 1959, 503.---. ""Charles Demuth's Bermuda Landscapes."" Art Journal 25, no. 2 (1965-66): 133-34, ill. 34, fig. 8.Rishel, Joseph J. and Katherine Sachs. CÃ©zanne and Beyond. Exh. cat. Philadelphia Museum of Art. Philadelphia, 2009, 288, fig. 10.9."
6952,Bermuda: Stairway,Charles Demuth,1917,Watercolor and graphite on wove paper,Overall: 14 1/16 x 10 in. (35.7 x 25.4 cm),BF656,bf656_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, South Wall","A framed stairway in green, brown, and black.",,Paintings,"Fahlman, Betsy. Chimneys and Towers: Charles Demuth's Late Paintings of Lancaster, exh. cat. Amon Carter Museum. Fort Worth, 2007, fig.16, ill. 53.Farnham, Emily. ""Charles Demuth: His Life, Psychology, and Works."" Vol. 2. Ph.D. diss., Ohio State University, 1959, 471."
6914,Bermuda: Tree,Charles Demuth,1917,Watercolor and graphite on wove paper,Overall: 10 x 14 in. (25.4 x 35.6 cm),BF649,bf649_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, South Wall","Tree trunks with vines, and shapes in the background.",,Paintings,"Farnham, Emily. ""Charles Demuth: His Life, Psychology and Works."" Vol. 2. Ph.D. diss., Ohio State University, 1959, 503."
7355,Bermuda: Trees and Architecture,Charles Demuth,c. 1916â€“1917,Watercolor and graphite on wove paper,Overall: 10 x 14 in. (25.4 x 35.6 cm),BF658,bf658_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, South Wall",An abstract image of trees and geometric shapes.,,Paintings,"Farnham, Emily. ""Charles Demuth: His Life, Psychology, and Works"" Vol. 2. Ph.D. diss., Ohio State University, 1959, 471."
5541,Betty Lamp,Unidentified maker,19th century,Tin over sheet iron and iron,Overall: 5 1/4 x 2 7/16 x 3 3/4 in. (13.3 x 6.2 x 9.5 cm),01.11.27,01-11-27_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 11, SE Corner",A betty lamp with a curved handle and an iron wick pick.,,Lighting Devices,
5542,Betty Lamp,Unidentified maker,19th century,Tin over sheet iron and iron,Overall: 10 7/8 x 2 7/8 x 3 3/4 in. (27.6 x 7.3 x 9.5 cm),01.11.49,01-11-49_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 11, NE Corner","A betty lamp with a curved handle, an iron wick pick, and wire hanger.",,Lighting Devices,
5544,Betty Lamp Holder,Unidentified maker,19th century,Tin over sheet iron,Overall: 6 3/4 x 5 7/8 in. (17.1 x 14.9 cm),01.11.28,,"Barnes Foundation (Philadelphia), Collection Gallery, Room 11, NE Corner",A betty lamp holder with a scalloped pan.,,Lighting Devices,
5545,Betty Lamp Holder,Unidentified maker,19th century,Tin over sheet iron,Overall: 6 3/4 x 6 9/16 in. (17.1 x 16.7 cm),01.11.50,01-11-50_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 11, SE Corner",A betty lamp holder with a saucer base and a crimped pan for the lamp.,,Lighting Devices,
4820,BibÃ©mus,Paul CÃ©zanne,1894â€“1895,Oil on canvas,Overall: 18 1/4 x 21 5/8 in. (46.3 x 55 cm),BF218,bf218_i2r.jpg,"Barnes Foundation (Philadelphia), Parkway, Conservation Lab",A hillside with trees at the edge of a quarry.,,Paintings,"Amour de l'Art (February 1924): 40, ill.Barnes, Albert C. and Violette de Mazia. The Art of CÃ©zanne. New York: Harcourt, Brace and Company, 1939, 43 n, 63 n, 83 n, 283 ill., cat. data no. 176.Bernard, T. ""Jos Hessel."" La Renaissance (1930): 12, ill.CÃ©zanne. Exh. cat. Galerie Pigalle. Paris, 1929, cat. no. 24.Paul CÃ©zanne. Exh. cat. Bignou Gallery. New York, 1936, cat. no. 27.RÃ©trospective Paul CÃ©zanne. Exh. cat. Galerie Bernheim-Jeune. Paris, 1926, cat. no. 28.Rewald, John. The Paintings of Paul CÃ©zanne: A Catalogue RaisonnÃ©. 2 vols. New York: Harry N. Abrams, Inc., 1996, no. 795.Venturi, Lionello. CÃ©zanne: son art, son ouevre. 2 vols. Paris: Editions Paul Rosenberg, 1936, no. 782.Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 156, fig. 1."
5018,BibÃ©mus Quarry (CarriÃ¨re de BibÃ©mus),Paul CÃ©zanne,c. 1895,Oil on canvas,Overall: 36 1/4 x 28 7/8 in. (92.1 x 73.3 cm),BF34,bf34_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 08, South Wall",A rocky landscape with trees. A single tree grows at the top center of the land.,,Paintings,"Arishima, Ikouma. CÃ©zanne. Tokyo, 1926, pl. 12.Barnes, Albert C. and Violette de Mazia. The Art of CÃ©zanne. New York: Harcourt, Brace and Company, 1939, 6 n, 12 n, 26 n, 27 n, 33 n, 59 n, 61, 62-3, 94, 255 ill., 295 ill. (detail), 341, 394, cat. data no. 155.BruguiÃ¨re, F. ""Post Impressionism."" Philopolis [San Francisco] (October 25, 1913): 20, ill.Burger, Fritz. CÃ©zanne und Hodler. Munich: Delphin Verlag, 1913, pl. 102; 4th ed., Munich, 1920, pl. 107; 5th ed., Munich, 1923, pl. 106.Cent ans de peinture franÃ§aise. Exh. cat. Paris, 1922, cat. no. 26, ill.De Mazia, Violette. ""Transferred Values: Part II."" Vistas 1, no. 1 (Spring-Summer 1979): 29 n, 33, 33 n, pl. 60.Gasquet, Joachim. CÃ©zanne. Paris: Les Editions Bernheim-Jeune, 1921, ill. opp. 80; Paris, 1926, ill.L'esprit nouveau (1920): 142, ill.Loran, Erle. CÃ©zanne's Composition. Berkeley: University of California Press, 1943, 115, pl. XXXII.Lhote, AndrÃ©, Alain-Fournier, and Jacques RiviÃ¨re. La peinture, la coeur et l'esprit. Vol. 2. Bordeaux, 1986, 34-5.Paul CÃ©zanne. Exh. cat. Galerie Bernheim-Jeune, 1910, cat. no. 14.Pavolini, C. Cubismo, Futurismo, Espressionismo. Bologna, 1926, ill. between 16 and 17.Ratcliffe, Robert. ""CÃ©zanne's Working Methods and Their Theoretical Background."" Ph.D. diss. (unpublished), University of London, 1960.Rewald, John. The Paintings of Paul CÃ©zanne: A Catalogue RaisonnÃ©. 2 vols. New York: Harry N. Abrams, Inc., 1996, no. 836.Salmon, A. CÃ©zanne. Paris: Librarie Stock, 1923, pl. 3.Sweeney, James Johnson. ""The Albert C. Barnes Collection."" The Barnes Foundation Journal of the Art Department 3, no. 2 (Autumn 1972): 32, pl. 28.Venturi, Lionello. CÃ©zanne: son art, son ouevre. 2 vols. Paris: Editions Paul Rosenberg, 1936, no. 773.Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 19, fig. 7 (installation), 156, 157 ill., 158, 159 detail.Wedderkop, Hans von. ""Paul CÃ©zanne."" Cicerone (August 16, 1922): 686, ill.---. Paul CÃ©zanne. Leipzig: Klinkhard und Biermann, 1922, ill."
6567,Bicycle Acrobats,Charles Demuth,1917,Watercolor and graphite on laid paper,Overall: 11 x 8 3/4 in. (27.9 x 22.2 cm),BF643,bf643_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 17, North Wall","A man rides a bicycle, with a woman standing on his shoulders.",,Paintings,"Barnes, Albert C. and Violette de Mazia. The Art of CÃ©zanne. New York: Harcourt, Brace and Company, 1939, 142 n, cat. data no. 354.De Mazia, Violette. ""The Barnes Foundation: The Display of Its Art Collection."" Vistas 2, no. 2 (1981-1983): pl. 118 (installation).Farnham, Emily. ""Charles Demuth: His Life, Psychology and Works."" Vol. 2. Ph.D. diss., Ohio State University, 1959, 513."
6570,Bird,Unidentified artist,19th century,Brush and blue ink and water-based paint on wove paper,Overall: 3 x 3 11/16 in. (7.6 x 9.4 cm),BF1159,bf1159_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 17, North Wall",A bird and leaves painted in shades of brown.,,Paintings,"De Mazia, Violette. ""The Barnes Foundation: The Display of Its Art Collection."" Vistas 2, no. 2 (1981-1983): pl. 118 (installation)."
8071,Bird,Unidentified maker,17thâ€“18th century,Iron,Overall: 7 x 10 1/4 x 1/4 in. (17.8 x 26 x 0.6 cm),01.23.26,01-23-26_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 23, East Wall",A bird with incised lines for feathers.,,,
6519,Bird Facing Left on Flowering Twig,Unidentified artist,1882,Water-based paint with graphite underdrawing on wove paper,Overall: 4 7/8 x 4 1/8 in. (12.4 x 10.5 cm),BF1160,bf1160_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 17, South Wall",A red bird seated on a vine with multi-colored flowers.,,Paintings,"De Mazia, Violette. ""Three Aspects of Art."" The Barnes Foundation Journal of the Art Department 6, no. 2 (Autumn 1975): 33-6, 51, pl. 77."
6523,Bird Facing Right,Unidentified artist,19th century,Water-based paint with pen and iron gall ink on wove paper,Overall: 4 3/4 x 3 7/8 in. (12.1 x 9.8 cm),BF2083,bf2083_i4r.jpg,External Location (),A bird on a vine with red and yellow flowers.,,Paintings,
6618,Bird on Twig,Unidentified artist,19th century,Opaque water-based paint and iron gall ink on wove paper,Overall: 10 x 8 in. (25.4 x 20.3 cm),BF716,bf716_i4r.jpg,"External Location (), Off-Site",An orange and blue bird perched on a branch with orange flowers.,,Paintings,
6438,Birth Certificate,Samuel Slank,1840,"Opaque water-based paint, iron gall (?) ink, and graphite on wove paper",Overall (primary support): 12 x 15 3/8 in. (30.5 x 39.1 cm),BF1165,bf1165_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 17, East Wall","A birth certificate decorated with flowers, birds, and two women in green dresses. The heart in the center contains an inscription in English.",,Paintings,"De Mazia, Violette. ""Three Aspects of Art."" The Barnes Foundation Journal of the Art Department 6, no. 2 (Autumn 1975): 34, pl. 38.---. ""NaÃ¯vetÃ©."" The Barnes Foundation Journal of the Art Department 7, no. 2 (Autumn 1976): 61 n, pl. 29."
