type,object,field,message
missing,7559,copyright,Object is missing a required field copyright
missing,7559,classification,Object is missing a required field classification
missing,7559,bibliography1,Object is missing a required field bibliography1
unused,7939,depth,"Object description has field depth, but that field was not selected for export"
unused,7939,height,"Object description has field height, but that field was not selected for export"
missing,7939,copyright,Object is missing a required field copyright
missing,7939,classification,Object is missing a required field classification
missing,7939,bibliography1,Object is missing a required field bibliography1
unused,8386,depth,"Object description has field depth, but that field was not selected for export"
unused,8386,height,"Object description has field height, but that field was not selected for export"
missing,8386,copyright,Object is missing a required field copyright
missing,8386,classification,Object is missing a required field classification
missing,8386,bibliography1,Object is missing a required field bibliography1
unused,4838,onview,"Object description has field onview, but that field was not selected for export"
unused,4838,depth,"Object description has field depth, but that field was not selected for export"
unused,4838,height,"Object description has field height, but that field was not selected for export"
missing,4838,copyright,Object is missing a required field copyright
missing,4838,classification,Object is missing a required field classification
missing,4838,bibliography1,Object is missing a required field bibliography1
unused,5962,onview,"Object description has field onview, but that field was not selected for export"
unused,5962,depth,"Object description has field depth, but that field was not selected for export"
unused,5962,height,"Object description has field height, but that field was not selected for export"
missing,5962,copyright,Object is missing a required field copyright
missing,5962,classification,Object is missing a required field classification
missing,5962,bibliography1,Object is missing a required field bibliography1
unused,5963,onview,"Object description has field onview, but that field was not selected for export"
unused,5963,depth,"Object description has field depth, but that field was not selected for export"
unused,5963,height,"Object description has field height, but that field was not selected for export"
missing,5963,copyright,Object is missing a required field copyright
missing,5963,classification,Object is missing a required field classification
missing,5963,bibliography1,Object is missing a required field bibliography1
unused,7675,onview,"Object description has field onview, but that field was not selected for export"
unused,7675,depth,"Object description has field depth, but that field was not selected for export"
unused,7675,height,"Object description has field height, but that field was not selected for export"
missing,7675,copyright,Object is missing a required field copyright
missing,7675,classification,Object is missing a required field classification
missing,7675,bibliography1,Object is missing a required field bibliography1
unused,8144,depth,"Object description has field depth, but that field was not selected for export"
unused,8144,height,"Object description has field height, but that field was not selected for export"
missing,8144,copyright,Object is missing a required field copyright
missing,8144,bibliography1,Object is missing a required field bibliography1
unused,8145,depth,"Object description has field depth, but that field was not selected for export"
unused,8145,height,"Object description has field height, but that field was not selected for export"
missing,8145,copyright,Object is missing a required field copyright
missing,8145,bibliography1,Object is missing a required field bibliography1
unused,6995,depth,"Object description has field depth, but that field was not selected for export"
missing,6995,copyright,Object is missing a required field copyright
unused,5318,onview,"Object description has field onview, but that field was not selected for export"
unused,5318,depth,"Object description has field depth, but that field was not selected for export"
missing,5318,copyright,Object is missing a required field copyright
unused,5100,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5100,onview,"Object description has field onview, but that field was not selected for export"
unused,5100,depth,"Object description has field depth, but that field was not selected for export"
missing,5100,copyright,Object is missing a required field copyright
unused,5520,onview,"Object description has field onview, but that field was not selected for export"
unused,5520,depth,"Object description has field depth, but that field was not selected for export"
missing,5520,copyright,Object is missing a required field copyright
unused,5884,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5884,depth,"Object description has field depth, but that field was not selected for export"
missing,5884,copyright,Object is missing a required field copyright
unused,5530,onview,"Object description has field onview, but that field was not selected for export"
unused,5530,depth,"Object description has field depth, but that field was not selected for export"
missing,5530,copyright,Object is missing a required field copyright
unused,4998,depth,"Object description has field depth, but that field was not selected for export"
missing,4998,copyright,Object is missing a required field copyright
unused,5650,onview,"Object description has field onview, but that field was not selected for export"
unused,5650,depth,"Object description has field depth, but that field was not selected for export"
missing,5650,copyright,Object is missing a required field copyright
unused,6423,depth,"Object description has field depth, but that field was not selected for export"
unused,6423,height,"Object description has field height, but that field was not selected for export"
missing,6423,copyright,Object is missing a required field copyright
missing,6423,bibliography1,Object is missing a required field bibliography1
unused,6428,depth,"Object description has field depth, but that field was not selected for export"
unused,6428,height,"Object description has field height, but that field was not selected for export"
missing,6428,copyright,Object is missing a required field copyright
unused,4705,depth,"Object description has field depth, but that field was not selected for export"
unused,4705,height,"Object description has field height, but that field was not selected for export"
missing,4705,copyright,Object is missing a required field copyright
unused,4674,depth,"Object description has field depth, but that field was not selected for export"
unused,4674,height,"Object description has field height, but that field was not selected for export"
missing,4674,copyright,Object is missing a required field copyright
missing,4674,bibliography1,Object is missing a required field bibliography1
unused,3068,depth,"Object description has field depth, but that field was not selected for export"
missing,3068,copyright,Object is missing a required field copyright
missing,3068,bibliography1,Object is missing a required field bibliography1
unused,3076,depth,"Object description has field depth, but that field was not selected for export"
missing,3076,copyright,Object is missing a required field copyright
missing,3076,bibliography1,Object is missing a required field bibliography1
unused,3079,depth,"Object description has field depth, but that field was not selected for export"
missing,3079,copyright,Object is missing a required field copyright
missing,3079,bibliography1,Object is missing a required field bibliography1
unused,3083,depth,"Object description has field depth, but that field was not selected for export"
missing,3083,copyright,Object is missing a required field copyright
missing,3083,bibliography1,Object is missing a required field bibliography1
unused,3084,depth,"Object description has field depth, but that field was not selected for export"
missing,3084,copyright,Object is missing a required field copyright
missing,3084,bibliography1,Object is missing a required field bibliography1
unused,3086,depth,"Object description has field depth, but that field was not selected for export"
missing,3086,copyright,Object is missing a required field copyright
missing,3086,bibliography1,Object is missing a required field bibliography1
unused,3171,depth,"Object description has field depth, but that field was not selected for export"
missing,3171,copyright,Object is missing a required field copyright
missing,3171,bibliography1,Object is missing a required field bibliography1
unused,3173,depth,"Object description has field depth, but that field was not selected for export"
missing,3173,copyright,Object is missing a required field copyright
missing,3173,bibliography1,Object is missing a required field bibliography1
unused,4190,depth,"Object description has field depth, but that field was not selected for export"
missing,4190,copyright,Object is missing a required field copyright
missing,4190,bibliography1,Object is missing a required field bibliography1
unused,4191,depth,"Object description has field depth, but that field was not selected for export"
missing,4191,copyright,Object is missing a required field copyright
missing,4191,bibliography1,Object is missing a required field bibliography1
unused,5638,onview,"Object description has field onview, but that field was not selected for export"
unused,5638,depth,"Object description has field depth, but that field was not selected for export"
missing,5638,copyright,Object is missing a required field copyright
missing,5638,bibliography1,Object is missing a required field bibliography1
unused,5815,depth,"Object description has field depth, but that field was not selected for export"
missing,5815,copyright,Object is missing a required field copyright
unused,8122,depth,"Object description has field depth, but that field was not selected for export"
missing,8122,copyright,Object is missing a required field copyright
missing,8122,bibliography1,Object is missing a required field bibliography1
unused,5266,onview,"Object description has field onview, but that field was not selected for export"
unused,5266,depth,"Object description has field depth, but that field was not selected for export"
missing,5266,copyright,Object is missing a required field copyright
unused,7014,depth,"Object description has field depth, but that field was not selected for export"
missing,7014,copyright,Object is missing a required field copyright
unused,5050,onview,"Object description has field onview, but that field was not selected for export"
unused,5050,depth,"Object description has field depth, but that field was not selected for export"
unused,5050,height,"Object description has field height, but that field was not selected for export"
missing,5050,copyright,Object is missing a required field copyright
missing,5050,bibliography1,Object is missing a required field bibliography1
unused,5704,depth,"Object description has field depth, but that field was not selected for export"
missing,5704,copyright,Object is missing a required field copyright
unused,6964,depth,"Object description has field depth, but that field was not selected for export"
missing,6964,copyright,Object is missing a required field copyright
unused,6210,onview,"Object description has field onview, but that field was not selected for export"
unused,6210,width,"Object description has field width, but that field was not selected for export"
unused,6210,height,"Object description has field height, but that field was not selected for export"
missing,6210,copyright,Object is missing a required field copyright
missing,6210,classification,Object is missing a required field classification
missing,6210,bibliography1,Object is missing a required field bibliography1
unused,6211,onview,"Object description has field onview, but that field was not selected for export"
unused,6211,width,"Object description has field width, but that field was not selected for export"
unused,6211,height,"Object description has field height, but that field was not selected for export"
missing,6211,copyright,Object is missing a required field copyright
missing,6211,classification,Object is missing a required field classification
missing,6211,bibliography1,Object is missing a required field bibliography1
unused,7152,depth,"Object description has field depth, but that field was not selected for export"
missing,7152,primaryMedia,Object is missing a required field primaryMedia
missing,7152,copyright,Object is missing a required field copyright
missing,7152,classification,Object is missing a required field classification
unused,7934,depth,"Object description has field depth, but that field was not selected for export"
unused,7934,height,"Object description has field height, but that field was not selected for export"
missing,7934,copyright,Object is missing a required field copyright
missing,7934,classification,Object is missing a required field classification
missing,7934,bibliography1,Object is missing a required field bibliography1
unused,4587,depth,"Object description has field depth, but that field was not selected for export"
unused,4587,height,"Object description has field height, but that field was not selected for export"
missing,4587,copyright,Object is missing a required field copyright
missing,4587,bibliography1,Object is missing a required field bibliography1
unused,4588,depth,"Object description has field depth, but that field was not selected for export"
unused,4588,height,"Object description has field height, but that field was not selected for export"
missing,4588,copyright,Object is missing a required field copyright
missing,4588,bibliography1,Object is missing a required field bibliography1
unused,4660,depth,"Object description has field depth, but that field was not selected for export"
unused,4660,height,"Object description has field height, but that field was not selected for export"
missing,4660,copyright,Object is missing a required field copyright
missing,4660,bibliography1,Object is missing a required field bibliography1
unused,4662,depth,"Object description has field depth, but that field was not selected for export"
unused,4662,height,"Object description has field height, but that field was not selected for export"
missing,4662,copyright,Object is missing a required field copyright
missing,4662,bibliography1,Object is missing a required field bibliography1
unused,4667,depth,"Object description has field depth, but that field was not selected for export"
unused,4667,height,"Object description has field height, but that field was not selected for export"
missing,4667,copyright,Object is missing a required field copyright
missing,4667,bibliography1,Object is missing a required field bibliography1
unused,6380,depth,"Object description has field depth, but that field was not selected for export"
unused,6380,height,"Object description has field height, but that field was not selected for export"
missing,6380,copyright,Object is missing a required field copyright
missing,6380,bibliography1,Object is missing a required field bibliography1
unused,6426,depth,"Object description has field depth, but that field was not selected for export"
unused,6426,height,"Object description has field height, but that field was not selected for export"
missing,6426,copyright,Object is missing a required field copyright
missing,6426,bibliography1,Object is missing a required field bibliography1
unused,6461,depth,"Object description has field depth, but that field was not selected for export"
unused,6461,height,"Object description has field height, but that field was not selected for export"
missing,6461,copyright,Object is missing a required field copyright
missing,6461,bibliography1,Object is missing a required field bibliography1
unused,6481,depth,"Object description has field depth, but that field was not selected for export"
unused,6481,height,"Object description has field height, but that field was not selected for export"
missing,6481,copyright,Object is missing a required field copyright
missing,6481,bibliography1,Object is missing a required field bibliography1
unused,6484,depth,"Object description has field depth, but that field was not selected for export"
unused,6484,height,"Object description has field height, but that field was not selected for export"
missing,6484,copyright,Object is missing a required field copyright
missing,6484,bibliography1,Object is missing a required field bibliography1
unused,6644,depth,"Object description has field depth, but that field was not selected for export"
unused,6644,height,"Object description has field height, but that field was not selected for export"
missing,6644,copyright,Object is missing a required field copyright
missing,6644,bibliography1,Object is missing a required field bibliography1
unused,6718,depth,"Object description has field depth, but that field was not selected for export"
unused,6718,height,"Object description has field height, but that field was not selected for export"
missing,6718,copyright,Object is missing a required field copyright
missing,6718,bibliography1,Object is missing a required field bibliography1
unused,6350,creditline,"Object description has field creditline, but that field was not selected for export"
unused,6350,depth,"Object description has field depth, but that field was not selected for export"
missing,6350,copyright,Object is missing a required field copyright
unused,5315,onview,"Object description has field onview, but that field was not selected for export"
unused,5315,depth,"Object description has field depth, but that field was not selected for export"
missing,5315,copyright,Object is missing a required field copyright
unused,6888,depth,"Object description has field depth, but that field was not selected for export"
unused,6888,height,"Object description has field height, but that field was not selected for export"
missing,6888,copyright,Object is missing a required field copyright
unused,5785,depth,"Object description has field depth, but that field was not selected for export"
missing,5785,copyright,Object is missing a required field copyright
unused,5020,depth,"Object description has field depth, but that field was not selected for export"
missing,5020,copyright,Object is missing a required field copyright
unused,6395,width,"Object description has field width, but that field was not selected for export"
unused,6395,height,"Object description has field height, but that field was not selected for export"
missing,6395,copyright,Object is missing a required field copyright
missing,6395,bibliography1,Object is missing a required field bibliography1
unused,6415,width,"Object description has field width, but that field was not selected for export"
unused,6415,height,"Object description has field height, but that field was not selected for export"
missing,6415,copyright,Object is missing a required field copyright
missing,6415,bibliography1,Object is missing a required field bibliography1
unused,6420,width,"Object description has field width, but that field was not selected for export"
unused,6420,height,"Object description has field height, but that field was not selected for export"
missing,6420,copyright,Object is missing a required field copyright
missing,6420,bibliography1,Object is missing a required field bibliography1
unused,49911,width,"Object description has field width, but that field was not selected for export"
unused,49911,height,"Object description has field height, but that field was not selected for export"
missing,49911,copyright,Object is missing a required field copyright
missing,49911,bibliography1,Object is missing a required field bibliography1
unused,49912,width,"Object description has field width, but that field was not selected for export"
unused,49912,height,"Object description has field height, but that field was not selected for export"
missing,49912,copyright,Object is missing a required field copyright
missing,49912,bibliography1,Object is missing a required field bibliography1
unused,49913,width,"Object description has field width, but that field was not selected for export"
unused,49913,height,"Object description has field height, but that field was not selected for export"
missing,49913,copyright,Object is missing a required field copyright
missing,49913,bibliography1,Object is missing a required field bibliography1
unused,4571,depth,"Object description has field depth, but that field was not selected for export"
unused,4571,height,"Object description has field height, but that field was not selected for export"
missing,4571,copyright,Object is missing a required field copyright
missing,4571,bibliography1,Object is missing a required field bibliography1
unused,6896,depth,"Object description has field depth, but that field was not selected for export"
unused,6896,height,"Object description has field height, but that field was not selected for export"
missing,6896,copyright,Object is missing a required field copyright
unused,5804,depth,"Object description has field depth, but that field was not selected for export"
unused,5804,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
missing,5804,copyright,Object is missing a required field copyright
unused,8021,onview,"Object description has field onview, but that field was not selected for export"
unused,8021,width,"Object description has field width, but that field was not selected for export"
unused,8021,height,"Object description has field height, but that field was not selected for export"
missing,8021,copyright,Object is missing a required field copyright
missing,8021,classification,Object is missing a required field classification
unused,6536,depth,"Object description has field depth, but that field was not selected for export"
missing,6536,copyright,Object is missing a required field copyright
unused,5038,onview,"Object description has field onview, but that field was not selected for export"
unused,5038,depth,"Object description has field depth, but that field was not selected for export"
unused,5038,width,"Object description has field width, but that field was not selected for export"
missing,5038,copyright,Object is missing a required field copyright
unused,5970,onview,"Object description has field onview, but that field was not selected for export"
unused,5970,width,"Object description has field width, but that field was not selected for export"
unused,5970,height,"Object description has field height, but that field was not selected for export"
missing,5970,copyright,Object is missing a required field copyright
missing,5970,classification,Object is missing a required field classification
missing,5970,bibliography1,Object is missing a required field bibliography1
unused,5971,onview,"Object description has field onview, but that field was not selected for export"
unused,5971,depth,"Object description has field depth, but that field was not selected for export"
unused,5971,height,"Object description has field height, but that field was not selected for export"
missing,5971,copyright,Object is missing a required field copyright
missing,5971,classification,Object is missing a required field classification
missing,5971,bibliography1,Object is missing a required field bibliography1
unused,6186,onview,"Object description has field onview, but that field was not selected for export"
unused,6186,depth,"Object description has field depth, but that field was not selected for export"
unused,6186,height,"Object description has field height, but that field was not selected for export"
missing,6186,copyright,Object is missing a required field copyright
missing,6186,classification,Object is missing a required field classification
missing,6186,bibliography1,Object is missing a required field bibliography1
unused,5471,depth,"Object description has field depth, but that field was not selected for export"
unused,5471,width,"Object description has field width, but that field was not selected for export"
missing,5471,copyright,Object is missing a required field copyright
missing,5471,bibliography1,Object is missing a required field bibliography1
unused,4981,depth,"Object description has field depth, but that field was not selected for export"
unused,4981,height,"Object description has field height, but that field was not selected for export"
missing,4981,copyright,Object is missing a required field copyright
unused,4982,onview,"Object description has field onview, but that field was not selected for export"
unused,4982,depth,"Object description has field depth, but that field was not selected for export"
unused,4982,height,"Object description has field height, but that field was not selected for export"
missing,4982,copyright,Object is missing a required field copyright
unused,5462,depth,"Object description has field depth, but that field was not selected for export"
unused,5462,height,"Object description has field height, but that field was not selected for export"
missing,5462,copyright,Object is missing a required field copyright
missing,5462,bibliography1,Object is missing a required field bibliography1
unused,5501,depth,"Object description has field depth, but that field was not selected for export"
unused,5501,height,"Object description has field height, but that field was not selected for export"
missing,5501,copyright,Object is missing a required field copyright
unused,5534,depth,"Object description has field depth, but that field was not selected for export"
unused,5534,height,"Object description has field height, but that field was not selected for export"
missing,5534,copyright,Object is missing a required field copyright
unused,6334,depth,"Object description has field depth, but that field was not selected for export"
unused,6334,height,"Object description has field height, but that field was not selected for export"
missing,6334,copyright,Object is missing a required field copyright
unused,6401,depth,"Object description has field depth, but that field was not selected for export"
unused,6401,height,"Object description has field height, but that field was not selected for export"
missing,6401,copyright,Object is missing a required field copyright
missing,6401,bibliography1,Object is missing a required field bibliography1
unused,6409,depth,"Object description has field depth, but that field was not selected for export"
unused,6409,height,"Object description has field height, but that field was not selected for export"
missing,6409,copyright,Object is missing a required field copyright
missing,6409,bibliography1,Object is missing a required field bibliography1
unused,4670,depth,"Object description has field depth, but that field was not selected for export"
unused,4670,height,"Object description has field height, but that field was not selected for export"
missing,4670,displayDate,Object is missing a required field displayDate
missing,4670,copyright,Object is missing a required field copyright
unused,4688,depth,"Object description has field depth, but that field was not selected for export"
missing,4688,copyright,Object is missing a required field copyright
missing,4688,bibliography1,Object is missing a required field bibliography1
unused,4689,depth,"Object description has field depth, but that field was not selected for export"
missing,4689,copyright,Object is missing a required field copyright
missing,4689,bibliography1,Object is missing a required field bibliography1
unused,4994,onview,"Object description has field onview, but that field was not selected for export"
unused,4994,depth,"Object description has field depth, but that field was not selected for export"
missing,4994,copyright,Object is missing a required field copyright
missing,4994,bibliography1,Object is missing a required field bibliography1
unused,4995,onview,"Object description has field onview, but that field was not selected for export"
unused,4995,depth,"Object description has field depth, but that field was not selected for export"
missing,4995,copyright,Object is missing a required field copyright
missing,4995,bibliography1,Object is missing a required field bibliography1
unused,5686,onview,"Object description has field onview, but that field was not selected for export"
unused,5686,depth,"Object description has field depth, but that field was not selected for export"
missing,5686,copyright,Object is missing a required field copyright
missing,5686,bibliography1,Object is missing a required field bibliography1
unused,5720,depth,"Object description has field depth, but that field was not selected for export"
missing,5720,copyright,Object is missing a required field copyright
missing,5720,bibliography1,Object is missing a required field bibliography1
unused,5721,depth,"Object description has field depth, but that field was not selected for export"
missing,5721,copyright,Object is missing a required field copyright
missing,5721,bibliography1,Object is missing a required field bibliography1
unused,6096,depth,"Object description has field depth, but that field was not selected for export"
unused,6096,height,"Object description has field height, but that field was not selected for export"
missing,6096,copyright,Object is missing a required field copyright
unused,6097,depth,"Object description has field depth, but that field was not selected for export"
missing,6097,copyright,Object is missing a required field copyright
unused,6735,depth,"Object description has field depth, but that field was not selected for export"
missing,6735,copyright,Object is missing a required field copyright
missing,6735,bibliography1,Object is missing a required field bibliography1
unused,6736,depth,"Object description has field depth, but that field was not selected for export"
missing,6736,copyright,Object is missing a required field copyright
missing,6736,bibliography1,Object is missing a required field bibliography1
unused,7889,depth,"Object description has field depth, but that field was not selected for export"
unused,7889,height,"Object description has field height, but that field was not selected for export"
missing,7889,copyright,Object is missing a required field copyright
missing,7889,bibliography1,Object is missing a required field bibliography1
unused,7890,depth,"Object description has field depth, but that field was not selected for export"
unused,7890,height,"Object description has field height, but that field was not selected for export"
missing,7890,copyright,Object is missing a required field copyright
missing,7890,bibliography1,Object is missing a required field bibliography1
unused,6065,depth,"Object description has field depth, but that field was not selected for export"
missing,6065,copyright,Object is missing a required field copyright
unused,4952,onview,"Object description has field onview, but that field was not selected for export"
unused,4952,width,"Object description has field width, but that field was not selected for export"
unused,4952,height,"Object description has field height, but that field was not selected for export"
missing,4952,copyright,Object is missing a required field copyright
missing,4952,classification,Object is missing a required field classification
missing,4952,bibliography1,Object is missing a required field bibliography1
unused,6950,depth,"Object description has field depth, but that field was not selected for export"
unused,6950,height,"Object description has field height, but that field was not selected for export"
missing,6950,copyright,Object is missing a required field copyright
unused,7371,depth,"Object description has field depth, but that field was not selected for export"
unused,7371,height,"Object description has field height, but that field was not selected for export"
missing,7371,copyright,Object is missing a required field copyright
unused,7012,depth,"Object description has field depth, but that field was not selected for export"
missing,7012,copyright,Object is missing a required field copyright
unused,7013,depth,"Object description has field depth, but that field was not selected for export"
missing,7013,copyright,Object is missing a required field copyright
unused,6513,depth,"Object description has field depth, but that field was not selected for export"
missing,6513,copyright,Object is missing a required field copyright
missing,6513,bibliography1,Object is missing a required field bibliography1
unused,8142,depth,"Object description has field depth, but that field was not selected for export"
missing,8142,copyright,Object is missing a required field copyright
missing,8142,bibliography1,Object is missing a required field bibliography1
unused,5472,depth,"Object description has field depth, but that field was not selected for export"
unused,5472,height,"Object description has field height, but that field was not selected for export"
missing,5472,copyright,Object is missing a required field copyright
missing,5472,bibliography1,Object is missing a required field bibliography1
unused,5081,onview,"Object description has field onview, but that field was not selected for export"
unused,5081,depth,"Object description has field depth, but that field was not selected for export"
missing,5081,copyright,Object is missing a required field copyright
unused,5330,onview,"Object description has field onview, but that field was not selected for export"
unused,5330,depth,"Object description has field depth, but that field was not selected for export"
missing,5330,copyright,Object is missing a required field copyright
missing,5330,bibliography1,Object is missing a required field bibliography1
unused,5331,onview,"Object description has field onview, but that field was not selected for export"
unused,5331,depth,"Object description has field depth, but that field was not selected for export"
missing,5331,copyright,Object is missing a required field copyright
missing,5331,bibliography1,Object is missing a required field bibliography1
unused,3361,depth,"Object description has field depth, but that field was not selected for export"
missing,3361,copyright,Object is missing a required field copyright
missing,3361,bibliography1,Object is missing a required field bibliography1
unused,4701,depth,"Object description has field depth, but that field was not selected for export"
unused,4701,audioTourEntries,"Object description has field audioTourEntries, but that field was not selected for export"
unused,4701,height,"Object description has field height, but that field was not selected for export"
missing,4701,copyright,Object is missing a required field copyright
unused,5040,depth,"Object description has field depth, but that field was not selected for export"
unused,5040,height,"Object description has field height, but that field was not selected for export"
missing,5040,copyright,Object is missing a required field copyright
unused,5464,depth,"Object description has field depth, but that field was not selected for export"
unused,5464,height,"Object description has field height, but that field was not selected for export"
missing,5464,copyright,Object is missing a required field copyright
unused,5479,depth,"Object description has field depth, but that field was not selected for export"
unused,5479,height,"Object description has field height, but that field was not selected for export"
missing,5479,copyright,Object is missing a required field copyright
missing,5479,bibliography1,Object is missing a required field bibliography1
unused,5847,depth,"Object description has field depth, but that field was not selected for export"
unused,5847,height,"Object description has field height, but that field was not selected for export"
missing,5847,copyright,Object is missing a required field copyright
unused,5871,depth,"Object description has field depth, but that field was not selected for export"
unused,5871,height,"Object description has field height, but that field was not selected for export"
missing,5871,copyright,Object is missing a required field copyright
missing,5871,bibliography1,Object is missing a required field bibliography1
unused,6082,depth,"Object description has field depth, but that field was not selected for export"
unused,6082,height,"Object description has field height, but that field was not selected for export"
missing,6082,copyright,Object is missing a required field copyright
unused,6099,depth,"Object description has field depth, but that field was not selected for export"
unused,6099,height,"Object description has field height, but that field was not selected for export"
missing,6099,copyright,Object is missing a required field copyright
unused,6319,depth,"Object description has field depth, but that field was not selected for export"
unused,6319,height,"Object description has field height, but that field was not selected for export"
missing,6319,copyright,Object is missing a required field copyright
missing,6319,bibliography1,Object is missing a required field bibliography1
unused,6407,depth,"Object description has field depth, but that field was not selected for export"
unused,6407,height,"Object description has field height, but that field was not selected for export"
missing,6407,copyright,Object is missing a required field copyright
unused,7318,depth,"Object description has field depth, but that field was not selected for export"
unused,7318,height,"Object description has field height, but that field was not selected for export"
missing,7318,copyright,Object is missing a required field copyright
missing,7318,bibliography1,Object is missing a required field bibliography1
unused,7319,depth,"Object description has field depth, but that field was not selected for export"
unused,7319,height,"Object description has field height, but that field was not selected for export"
missing,7319,copyright,Object is missing a required field copyright
missing,7319,bibliography1,Object is missing a required field bibliography1
unused,7191,width,"Object description has field width, but that field was not selected for export"
unused,7191,height,"Object description has field height, but that field was not selected for export"
missing,7191,copyright,Object is missing a required field copyright
missing,7191,classification,Object is missing a required field classification
missing,7191,bibliography1,Object is missing a required field bibliography1
unused,7964,depth,"Object description has field depth, but that field was not selected for export"
unused,7964,height,"Object description has field height, but that field was not selected for export"
missing,7964,copyright,Object is missing a required field copyright
missing,7964,classification,Object is missing a required field classification
unused,5029,depth,"Object description has field depth, but that field was not selected for export"
unused,5029,height,"Object description has field height, but that field was not selected for export"
missing,5029,copyright,Object is missing a required field copyright
unused,5474,depth,"Object description has field depth, but that field was not selected for export"
unused,5474,height,"Object description has field height, but that field was not selected for export"
missing,5474,copyright,Object is missing a required field copyright
missing,5474,bibliography1,Object is missing a required field bibliography1
unused,5244,depth,"Object description has field depth, but that field was not selected for export"
unused,5244,height,"Object description has field height, but that field was not selected for export"
missing,5244,copyright,Object is missing a required field copyright
unused,5291,depth,"Object description has field depth, but that field was not selected for export"
unused,5291,height,"Object description has field height, but that field was not selected for export"
missing,5291,copyright,Object is missing a required field copyright
unused,5350,depth,"Object description has field depth, but that field was not selected for export"
unused,5350,height,"Object description has field height, but that field was not selected for export"
missing,5350,copyright,Object is missing a required field copyright
unused,5495,depth,"Object description has field depth, but that field was not selected for export"
unused,5495,height,"Object description has field height, but that field was not selected for export"
missing,5495,copyright,Object is missing a required field copyright
missing,5495,bibliography1,Object is missing a required field bibliography1
unused,5688,depth,"Object description has field depth, but that field was not selected for export"
unused,5688,height,"Object description has field height, but that field was not selected for export"
missing,5688,copyright,Object is missing a required field copyright
unused,6090,depth,"Object description has field depth, but that field was not selected for export"
unused,6090,height,"Object description has field height, but that field was not selected for export"
missing,6090,copyright,Object is missing a required field copyright
unused,6309,depth,"Object description has field depth, but that field was not selected for export"
unused,6309,height,"Object description has field height, but that field was not selected for export"
missing,6309,copyright,Object is missing a required field copyright
missing,6309,bibliography1,Object is missing a required field bibliography1
unused,6664,depth,"Object description has field depth, but that field was not selected for export"
unused,6664,height,"Object description has field height, but that field was not selected for export"
missing,6664,copyright,Object is missing a required field copyright
missing,6664,bibliography1,Object is missing a required field bibliography1
unused,7882,depth,"Object description has field depth, but that field was not selected for export"
unused,7882,height,"Object description has field height, but that field was not selected for export"
missing,7882,copyright,Object is missing a required field copyright
unused,7888,depth,"Object description has field depth, but that field was not selected for export"
unused,7888,height,"Object description has field height, but that field was not selected for export"
missing,7888,copyright,Object is missing a required field copyright
missing,7888,bibliography1,Object is missing a required field bibliography1
unused,5797,onview,"Object description has field onview, but that field was not selected for export"
unused,5797,depth,"Object description has field depth, but that field was not selected for export"
missing,5797,copyright,Object is missing a required field copyright
unused,5524,onview,"Object description has field onview, but that field was not selected for export"
unused,5524,depth,"Object description has field depth, but that field was not selected for export"
missing,5524,copyright,Object is missing a required field copyright
unused,4713,depth,"Object description has field depth, but that field was not selected for export"
missing,4713,copyright,Object is missing a required field copyright
unused,5836,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5836,depth,"Object description has field depth, but that field was not selected for export"
missing,5836,copyright,Object is missing a required field copyright
unused,5427,depth,"Object description has field depth, but that field was not selected for export"
missing,5427,copyright,Object is missing a required field copyright
unused,3191,depth,"Object description has field depth, but that field was not selected for export"
missing,3191,copyright,Object is missing a required field copyright
unused,3200,depth,"Object description has field depth, but that field was not selected for export"
unused,5175,onview,"Object description has field onview, but that field was not selected for export"
unused,5175,depth,"Object description has field depth, but that field was not selected for export"
unused,5180,depth,"Object description has field depth, but that field was not selected for export"
missing,5180,copyright,Object is missing a required field copyright
unused,5119,creditline,"Object description has field creditline, but that field was not selected for export"
unused,5119,onview,"Object description has field onview, but that field was not selected for export"
unused,5119,depth,"Object description has field depth, but that field was not selected for export"
missing,5119,copyright,Object is missing a required field copyright
unused,7919,depth,"Object description has field depth, but that field was not selected for export"
missing,7919,copyright,Object is missing a required field copyright
unused,8003,depth,"Object description has field depth, but that field was not selected for export"
missing,8003,copyright,Object is missing a required field copyright
