id,title,people,displayDate,medium,dimensions,invno,primaryMedia,locations,description,copyright,classification,bibliography1
6444,Earrings,Unidentified maker,c. 1910,"Silver alloy, turquoise",Overall: 1/8 x 4 1/4 x 1 1/4 in. (0.3 x 10.8 x 3.2 cm),A83,a83_i7r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, North Wall Cabinet, Top Shelf",Zuni influenced earrings with drop tabs with file cuts on top of crosses.Silver earrings in a cross shape with four turquoise beads.,,Jewelry,
7990,Eight Figures,William James Glackens,c. 1910,Black crayon with gouache on brown wove paper,Overall: 12 1/8 x 14 3/8 in. (30.8 x 36.5 cm),BF641,bf641_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 21, East Wall",Eight sketches of women walking in overcoats and hats. All are single figures except for one pair of women.,"Rights held by Katherine Degn, Kraushaar Gallery.See Glackens constituent record for contact information",Drawings,"De Mazia, Violette. ""The Case of Glackens vs. Renoir."" The Barnes Foundation Journal of the Art Department 2, no. 2 (Autumn 1971): 17 n, 18 n, pl. 33."
4723,Embroiderers (Les Brodeuses),Pierre-Auguste Renoir,c. 1902,Oil on canvas,Overall: 39 3/4 x 32 1/16 in. (101 x 81.5 cm),BF239,bf239_i6r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 03, North Wall","Three women in an interior scene; one sits and works over a loom, the second sits beside her looking on, and the third stands behind and holds up a piece of cloth.",,Paintings,"Barnes, Albert C. The Art in Painting. Merion, Pa.: The Barnes Foundation Press, 1925, 129 ill., 478-9.Barnes, Albert C. and Violette de Mazia. The Art of Renoir. Merion, Pa.: The Barnes Foundation Press, 1935, 118 n, 119, 119 n, 120, 120 n, 197, 321 ill., cat. data no. 233.Couturier, Elisabeth. ""Renoir, l'artiste embourgeoisÃ©,"" Historia (December, 2007): 75 ill. Daulte, FranÃ§ois. Auguste Renoir: catalogue raisonnÃ© de l'oeuvre peint. Vol. 1. Lausanne: Ã‰ditions Durand-Ruel, 1971, 71 ill [installation].De Mazia, Violette. ""The Barnes Foundation: The Display of Its Art Collection."" Vistas 2, no. 2 (1981-1983): pl. 58 (installation).Dumas, Ann and John Collins. Renoir's Women. New York: Merrell, 2005, 108, 109 ill. Guillaume, Paul. ""Ma Visite Ã  La Fondation Barnes,"" Les Arts Ã  Paris (May, 1926): 8. Lucy, Martha and John House. Renoir in the Barnes Foundation. New Haven: Yale University Press, 2012: 26, 162 ill., 163, 302 cat. 43. Mullen, Mary. An Approach to Art. Merion, Pa.: The Barnes Foundation Press, 1923, 32, ill.Vollard, Ambroise. Pierre-Auguste Renoir. Paintings, Pastels and Drawings. Tableaux, Pastels et Dessins. Reprint and revision of the 2 volume 1918 edition. San Francisco: Alan Wofsy Fine Arts, 1989, 55 no. 217 ill.UNPUBLISHED SOURCES:Letter, Durand-Ruel Paris to Durand-Ruel New York (signed Georges D-R), June 13, 1921 [Durand-Ruel Archives, Paris]Ambroise Vollard, Stockbook C, 1918-1922."
7415,Embroidery Scissors,Unidentified maker,18th century,Iron,Overall: 4 3/8 x 1 5/8 x 3/16 in. (11.1 x 4.1 x 0.5 cm),01.06.10,01-06-10_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 06, East Wall","Embroidery scissors shaped like a bird with the blades as the beak, oval finger holds with scroll patterning above and beneath.",,,
6063,End of Combat,Giorgio de Chirico,c. 1925,Oil on canvas,Overall: 16 1/8 x 13 1/8 in. (41 x 33.3 cm),BF835,bf835_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 14, East Wall",Four men battling. Two lay on the ground and two are standing. One wears a helmet and carries a red shield. One is nude and carries a blue shield. A lance leans against a wall.,,Paintings,"De Mazia, Violette. ""E Pluribus Unum--Cont'd."" The Barnes Foundation Journal of the Art Department 7, no. 2 (Autumn 1976): 28-9, pl. 51.Klich, Lynda. ""De Chirico and Dr. Barnes."" In Giorgio de Chirico and America. New York: Hunter College of the City University of New York, 1996, 63, 69."
7877,Enthroned Virgin,Unidentified artist,12th century,"Wood with polychromy, iron and textile",Overall: 22 1/4 x 6 1/4 x 5 1/4 in. (56.5 x 15.9 x 13.3 cm),A437,a437_i9r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Mezzanine",A seated figure of the Virgin. The Child is missing.,,Sculptures,"De Mazia, Violette. ""The Nature of Form."" Vistas 4, no. 2 (1988-1989): 62, pl. 54.Museu Frederic MarÃ©s i Deulovol: Declarat Monument HistÃ²rico-ArtÃ­stic Nacional. Barcelona: El Museo, 1979, nos. 762, 776, 1031."
6595,Enthroned Virgin and Child,Unidentified artist,late 14th century,Tempera and gold with brown ink underdrawing on parchment,Overall: 6 1/2 x 4 5/8 in. (16.5 x 11.7 cm),BF1053,bf1053_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 16, East Wall",An enthroned Madonna and Child with architectural features in the background.,,Manuscripts,
6596,Enthroned Virgin and Child,Unidentified artist,late 14th century,Tempera and gold with brown ink underdrawing and lead pencil scribe lines on parchment,Overall: 6 x 4 5/8 in. (15.2 x 11.7 cm),BF1047,bf1047_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 16, East Wall","An enthroned Virgin and Child with a gold background. There are vine plants, scroll designs, and colored borders.",,Manuscripts,
7896,Enthroned Virgin and Nursing Christ Child,Unidentified artist,c. 1300â€“1330,Limestone with traces of polychromy and gilding,Overall (with integral base): 31 3/4 x 12 1/2 x 10 in. (80.6 x 31.8 x 25.4 cm),A415,a415_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Mezzanine","The Virgin and Child with the Virgin seated, holding the Child standing on her lap. The Child feeds from the left breast. The Virgin wears a veil over her head and a crown.",,Sculptures,"Schaefer, Claude. La Sculpture en Ronde-Bosse au XIVe SiÃ¨cle dans le DuchÃ© de Bourgogne. Paris: Clavreuil, 1954, 90-1, no. 1, pl. 10."
5833,Entombment of Christ,"Unidentified artist,Domenico Veneziano",Mid-15th century,Tempera and gold on panel,Overall: 13 1/4 x 15 3/4 in. (33.7 x 40 cm),BF798,bf798_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 04, South Wall","Christ being put in his tomb. One figure places him in the stone tomb. The Virgin kneels at the left and Mary Magdalen grasps Christ's hand at the right.",,Paintings,
5796,Entrance of The Port of Honfleur (EntrÃ©e du port dâ€™Honfleur),Georges Seurat,1886,Oil on canvas,Overall: 21 3/8 x 25 5/8 in. (54.3 x 65.1 cm),BF942,bf942_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 05, West Wall",Sailboats on the water. There is a docked sailboat on the right. A lighthouse and building are in the right background.,,Paintings,"Asplund, Karl. Rolf de MarÃ©'s Tavelsamling. Stockholm: A. B. Gunnar, 1923, 18, ill. Barnes, Albert C. The Art in Painting. 3rd ed., rev. and enl. New York: Harcourt, Brace and Company, 1937, 303, 330 ill., cat. data no. 248.Berger, Helewise, Marieke Jooren, and Suzanne Veldink. Georges Seurat. Otterlo, Netherlands: Kroller-Muller Museum Foundation, 2014.Cogniat, Raymond. Seurat. Paris, [1951], pl. 18.Coquiot, Gustave. Seurat. Paris: A. Michel, 1924, 119, 220, pl. 14.Cousturier, Lucie. Georges Seurat. Paris: CrÃ©s, 1921, 16, ill.---. Seurat. Paris: G. CrÃ¨s and cie, 1926, 21, ill. De Mazia, Violette. ""What's in a Frame?"" The Barnes Foundation Journal of the Art Department 8, no. 2 (Autumn 1977): 53, pl. 147, pl. 148 (detail).---. ""The Form of Seurat's 'The Models.'"" Vistas 5, no. 1 (Spring-Summer 1990): 15, 18, pl. 66.Grenier, Catherine. Seurat: Catalogo completo. Florence: Cantini, 1990, 110, no. 171, ill.Hauke, C. M. de. Seurat et son oeuvre. Vol. 1. Paris: Grund, 1961, no. 171, ill. Herbert, Robert L. ""Seurat and Emile Verhaeren: Unpublished Letters."" Gazette des beaux-arts (December 1959): 324. Laprade, Jacques de. ""Seurat et la tradition franÃ§aise."" Arts (May 18, 1945): 1, ill. ---. Georges Seurat. Monaco: Les Documents d'Art, 1945, 41, ill. ---. Seurat. Paris: Aimery Somogy, 1951, 54, ill. La Revue d'Art ""Zivot"" (La vie) (August 1934): 155, ill. Laver, James. French Painting and the  Nineteenth Century. New York: Charles Scribner's, 1937, 138, ill. Lhote, AndrÃ©. Georges Seurat. Rome: Editions de Valori Plastici, 1922, 19 ill. Rewald, John. Seurat. Les MaÃ®tres series. Paris: Braun et Cie, 1949, 31 ill. Roger-Marx, Claude. Seurat. Les artistes nouveau series. Paris: G. CrÃ¨s, 1931, 10. Sefarbi, Harry. ""Vincent van Gogh: A Fiction?"" The Barnes Foundation Journal of the Art Department 6, no. 1 (Spring 1975): 47, pl. 55.Waldemar, George. Seurat et le divisionisme. Les Albums d'Art Druet series. Paris: Librarie de France, 1928, 9 ill. Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 172-3 ill."
6981,Environs of Berneval,Pierre-Auguste Renoir,1879,Oil on canvas,Overall: 18 1/8 x 21 7/8 in. (46 x 55.5 cm),BF6,bf6_i6r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Main Room, East Wall","Bushes of dense lavender and brush extend throughout the foreground in a triangular composition. Through openings in the lavender, the roofs of three farmhouses can be seen; one on the left and two in the center. Hills rise to the left in the background.",,Paintings,"Bailey, Colin and Christopher Riopelle. Renoir Landscapes 1865-1883. Exh.cat. London: National Gallery Company Limited, 2007, 203 ill, 204.Barnes, Albert C. The Art in Painting. Merion, Pa.: The Barnes Foundation Press, 1925, 471.---. The Art in Painting. 3rd ed., rev. and enl. New York: Harcourt, Brace and Company, 1937, frontispiece ill. (installation), cat. data no. 254.Barnes, Albert C. and Violette de Mazia. The Art of Renoir. Merion, Pa.: The Barnes Foundation Press, 1935, 65 n, 69, 70-1, 75, 81, 82 n, 124, 130 n, 140 n, 202, 256 ill., 401, cat. data no. 80.Dauberville, Guy-Patrice et Michel. Renoir: catalogue raisonnÃ© des tableaux, pastels, dessins et aquarelles. Vol. 1. Paris: Ã‰ditions Bernheim-Jeune, 2007, no. 916. De Mazia, Violette. ""Expression."" The Barnes Foundation Journal of the Art Department 5, no. 2 (Autumn 1974): 10, pl. 11.---. ""E Pluribus Unum."" The Barnes Foundation Journal of the Art Department 7, no. 1 (Spring 1976): 14, pl. 72.---. ""Transferred Values: Part I--Introduction."" The Barnes Foundation Journal of the Art Department 9, no. 2 (Autumn 1978): 6, pl. 87.---. ""The Barnes Foundation: The Display of Its Art Collection."" Vistas 2, no. 2 (1981-1983): pl. 52 (installation).---. ""Academicism."" Vistas 4, no. 2 (1988-1989): pl. 32 (installation).---. ""Form and Matter."" Vistas 5, no. 2 (1991): 15, pl. 84.De Mazia, Violette. ""L'Art Ancien a La Foundation Barnes."" Les Arts Ã  Paris, no. 14 (Octobre, 1927): ill.Lucy, Martha and John House. Renoir in the Barnes Foundation. New Haven: Yale University Press, 2012: 9, 94 ill., 95, 129, 217, 283-84 cat. 13. Old and Modern Paintings of Sterling Artistic Distinction. Auction cat. Consignor Arthur B. Emmons. American Art Association. New York, January 14 and 15, 1920, cat. 43, ill."
5775,Environs of Briey (Environs de Briey),Pierre-Auguste Renoir,1899,Oil on canvas,Overall: 12 11/16 x 16 1/4 in. (32.2 x 41.3 cm),BF151,bf151_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 05, East Wall","A landscape showing a white house with a red roof. Set back in the distance, the house is seen through an opening in a thicket of trees in the foreground. The trees stretch from the bottom to the top of the canvas, framing the house and lending the picture a sense of verticality.",,Paintings,"Florisoone, Michel. Renoir. Translated from the French by George Frederic Lees (Paris, Hyperion Press, 1938), pl. 119. [note: the location of the painting is erroneously listed as private collection]Lucy, Martha and John House. Renoir in the Barnes Foundation. New Haven: Yale University Press, 2012: 217, 219 ill., 318 cat. 81."
6528,Equestrienne and Assistant,Charles Demuth,1917,Watercolor and graphite on laid paper,Overall: 13 x 8 in. (33 x 20.3 cm),BF600,bf600_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 17, North Wall","A woman wearing a purple and red outfit  stands on a horse, assisted by a man in a red shirt.",,Paintings,"De Mazia, Violette. ""The Barnes Foundation: The Display of Its Art Collection."" Vistas 2, no. 2 (1981-1983): pl. 118 (installation).Farnham, Emily. ""Charles Demuth: His Life, Psychology and Works."" Vol. 2. Ph.D. diss., Ohio State University, 1959, 509."
4807,Escutcheon,Unidentified maker,18th century,Iron,Overall: 7 7/8 x 3 1/4 x 1/16 in. (20 x 8.3 x 0.2 cm),01.08.28,01-08-28_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 08, East Wall",A keyhole escutcheon shaped like a heart with a flower growing out of the top with the keyhole in the center of the heart.,,,
7661,Escutcheon,Unidentified maker,19th century,Iron,Overall: 11 1/8 x 1 13/16 x 1/16 in. (28.3 x 4.6 x 0.2 cm),01.07.57,01-07-57_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 07, West Wall","A decorative escutcheon with vine-like cut-out work, curves on either end and a hole in the center.",,,"De Mazia, Violette. ""E Pluribus Unum--Cont'd: Part IV."" The Barnes Foundation Journal of the Art Department 8, no. 2 (Autumn 1977): pl. 133 (installation)."
4972,Escutcheon Plate,Unidentified maker,18thâ€“19th century,Iron,Overall: 9 15/16 x 2 3/16 x 1/16 in. (25.2 x 5.6 x 0.2 cm),01.10.29,01-10-29_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 10, South Wall",An escutcheon plate for a knob or pull with an image of a bird on each end and a keyhole in the center.,,,"De Mazia, Violette. ""E Pluribus Unum--Cont'd: Part IV."" The Barnes Foundation Journal of the Art Department 8, no. 2 (Autumn 1977): pl. 154 (installation)."
7070,Escutcheon for Pull,Unidentified maker,18th century,Iron,Overall: 8 7/8 x 3 x 1/4 in. (22.5 x 7.6 x 0.6 cm),01.15.05,01-15-05_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, North Wall",An escutcheon for a pull with open work and three leaves at the end.,,,
7417,Escutcheon for a Drawer Pull,Unidentified maker,18thâ€“19th century,Iron,Overall: 6 1/8 x 2 1/4 x 1/16 in. (15.6 x 5.7 x 0.2 cm),01.06.09,01-06-09_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 06, East Wall",An escutcheon for a drawer pull with round center with decorative cut-out features on either side; round hole cut in center,,,
7419,Escutcheon for a Drawer Pull,Unidentified maker,18th century,Iron,Overall: 6 7/16 x 2 3/16 x 1/8 in. (16.4 x 5.6 x 0.3 cm),01.06.07,01-06-07_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 06, East Wall",An escutcheon for a drawer pull with a heart in the center and two vine-like arms with leaf features.,,,
4934,Escutcheon for a Drawer Pull or Knob,Unidentified maker,18th century,Iron,Overall: 4 9/16 x 4 1/2 x 3/16 in. (11.6 x 11.4 x 0.5 cm),01.09.16,01-09-16_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 09, East Wall","An esctucheon for a drawer pull or knob comprised of a raised, four-sectioned scroll.",,,
8010,Escutcheon for a Furniture Pull,Unidentified maker,18th century,Iron,Overall: 3 1/2 x 3 1/2 x 1/4 in. (8.9 x 8.9 x 0.6 cm),01.01.31,01-01-31_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Main Room, North Wall","A star-shaped escutcheon for a furniture pull.  The piece is pierced, with leaf-like arms.",,,"Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 17, fig. 5 (installation)."
8020,Escutcheon for a Pull from an Armoire,Unidentified maker,18thâ€“19th century,Iron,Overall: 10 3/4 x 1 3/16 x 1/8 in. (27.3 x 3 x 0.3 cm),01.01.23,01-01-23_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Main Room, North Wall",An escutcheon for a pull from an armoire.  The piece is elongated with a plain center section and a circle and pierced ends.,,,
5110,Evening Under the Lamps (La SoirÃ©e sous les lampes),Pierre Bonnard,c. 1903,Oil on canvas,Overall: 14 5/8 x 19 in. (37.2 x 48.2 cm),BF275,bf275_i13r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 10, South Wall",Two adults and two children sit at a table. Three lamps light the room and there are two windows in the background.,,Paintings,"Barnes, Albert C. The Art in Painting. Merion, Pa.: The Barnes Foundation Press, 1925, 499-500.---. The Art in Painting. 2nd ed., rev. and enl. New York: Harcourt, Brace and Company, 1928, 532-3.Coquoit, Gustave. Bonnard. Paris: Bernheim-Jeune, 1922, 53. Dauberville, Henry and Jean Dauberville. Bonnard: catalogue raisonnÃ© de l'oeuvre peint, 1906-1919. 4 vols. Paris: Editions J. et H. Bernheim-Jeune, 1965, no. 287, ill.Sefarbi, Harry. ""Henri Rousseau: from 'primitive' to Primitive."" Vistas 4, no. 1 (1988): 22, pl. 38."
6726,Face Mask,"Unidentified artist,Inagaki",late 19thâ€“early 20th century,Wood,Overall: 9 5/8 x 5 1/8 x 2 5/8 in. (24.4 x 13 x 6.7 cm)Overall (with mount): 14 x 5 5/8 x 4 in. (35.6 x 14.3 x 10.2 cm)Mount: 12 15/16 x 5 9/16 x 3 5/8 in. (32.9 x 14.1 x 9.2 cm),A110,a110_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 22, South Wall Cabinet, Bottom Shelf","A mask with a pointed chin, incised lines down the side of the face, puckered lips, and slit eyes.",,Sculptures,"Clarke, Christa. African Art in the Barnes Foundation: The Triumph of L'Art nÃ¨gre and the Harlem Renaissance. New York: Skira Rizzoli, 2015, 104, 106, pl. 13c.Dolkart, Judith F., Martha Lucy, and Derek Gillman. The Barnes Foundation: Masterworks. New York: Skira Rizzoli, 2012: 296-297, 303, 312.Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 21, fig. 8 (installation)."
6728,Face Mask,"Unidentified artist,Inagaki",late 19thâ€“early 20th century,"Wood, pigment, plant fiber",Overall: 12 3/8 x 5 1/4 x 3 3/8 in. (31.4 x 13.3 x 8.6 cm)Overall (with mount): 16 1/16 x 5 1/4 x 4 7/8 in. (40.8 x 13.3 x 12.4 cm)Mount: 3 5/16 x 4 3/4 x 3 3/4 in. (8.4 x 12.1 x 9.5 cm),A192,a192_i5r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 22, South Wall Cabinet, Bottom Shelf",A mask painted black with white decorations and curved horns at the top. The face has bared teeth and small ears.,,Sculptures,"Clarke, Christa. African Art in the Barnes Foundation: The Triumph of L'Art nÃ¨gre and the Harlem Renaissance. New York: Skira Rizzoli, 2015, 124, 126, pl. 19g.Clarke, Christa. Collecting African Art, 1890s-1950s. Hurst Gallery, Cambridge, MA. Cambridge, MA, 1996: 16.Dolkart, Judith F., Martha Lucy, and Derek Gillman. The Barnes Foundation: Masterworks. New York: Skira Rizzoli, 2012: 296-297, 302, 311.Fischer, Eberhard, and Lorenz Homberger. Masks in Guro Culture, Ivory Coast. Center for African Art, New York. New York, 1986:10, 16, 20.Guillaume, Paul. ""The Triumph of Ancient Negro Art."" Opportunity: A Journal of Negro Life 4, no. 41 (May 1926): 146-7.Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 21, fig. 8 (installation)."
6882,Face Mask,"Unidentified artist,Inagaki",late 19thâ€“early 20th century,Wood with polychrome,Overall: 15 5/8 x 7 3/4 x 3 1/8 in. (39.7 x 19.7 x 7.9 cm)Overall (with mount): 17 3/16 x 7 3/4 x 3 1/8 in. (43.7 x 19.7 x 7.9 cm)Mount: 12 3/8 x 5 1/4 x 4 3/16 in. (31.4 x 13.3 x 10.6 cm),A156,a156_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 22, North Wall Cabinet, Bottom Shelf","A mask with blue, red, gold, and tan pigment. There is an inlayed bead between the eyebrows. The mask has horn-like features at the ears and on the top of the head.",,Sculptures,"Clarke, Christa. African Art in the Barnes Foundation: The Triumph of L'Art nÃ¨gre and the Harlem Renaissance. New York: Skira Rizzoli, 2015, 98, pl.11a.Pick, Marcelle. ""Life is a Journey for Which We Need More Than 'Bon Voyage.'"" Vistas 3, no. 2 (1987-1988): 19 ill.Guillaume, Paul. ""The Triumph of Ancient Negro Art."" Opportunity: A Journal of Negro Life 41 (May 1926): 146-147."
6885,Face Mask,"Unidentified artist,Inagaki",late 19thâ€“early 20th century,Wood,Overall: 9 1/4 x 5 3/4 x 2 3/4 in. (23.5 x 14.6 x 7 cm)Overall (with mount): 14 1/16 x 6 9/16 x 5 1/8 in. (35.7 x 16.7 x 13 cm)Mount: 13 3/16 x 6 9/16 x 5 1/8 in. (33.5 x 16.7 x 13 cm),A132,a132_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 22, North Wall Cabinet, Top Shelf","A mask with ears, a circle above the mouth, and open eyes.",,Sculptures,"Clarke, Christa. African Art in the Barnes Foundation: The Triumph of L'Art nÃ¨gre and the Harlem Renaissance. New York: Skira Rizzoli, 2015, 186-187."
7328,Face Mask,"Unidentified artist,Inagaki",late 19thâ€“early 20th century,"Wood, copper alloy",Overall: 15 1/8 x 6 1/4 x 4 3/8 in. (38.4 x 15.9 x 11.1 cm)Overall (with mount): 19 3/8 x 6 1/4 x 5 1/2 in. (49.2 x 15.9 x 14 cm)Mount: 12 1/16 x 5 3/4 x 4 7/8 in. (30.6 x 14.6 x 12.4 cm),A281,a281_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, North Wall Cabinet, Bottom Shelf","A mask with slit eyes, pursed lips, decorative beard, and large elaborate headdress.",,Sculptures,"Clarke, Christa. African Art in the Barnes Foundation: The Triumph of L'Art nÃ¨gre and the Harlem Renaissance. New York: Skira Rizzoli, 2015, 124, 126, pl. 19a.De Mazia, Violette. ""Academicism."" Vistas 4, no. 2 (1988-1989): pl. 96 (installation)."
7329,Face Mask,"Unidentified artist,Inagaki",late 19thâ€“early 20th century,Wood,Overall: 14 3/4 x 8 5/8 x 4 1/2 in. (37.5 x 21.9 x 11.4 cm)Overall (with mount): 18 1/2 x 8 5/8 x 5 3/16 in. (47 x 21.9 x 13.2 cm)Mount: 11 1/2 x 5 3/16 x 4 1/4 in. (29.2 x 13.2 x 10.8 cm),A284,a284_i5r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, North Wall Cabinet, Bottom Shelf","A painted face mask with decorative patterning in red, yellow, blue, and white. The mask has an open mouth and three large horns.",,Sculptures,"Clarke, Christa. African Art in the Barnes Foundation: The Triumph of L'Art nÃ¨gre and the Harlem Renaissance. New York: Skira Rizzoli, 2015, 98, pl. 11b.De Mazia, Violette. ""Academicism."" Vistas 4, no. 2 (1988-1989): pl. 96 (installation)."
7336,Face Mask,"Unidentified artist,Inagaki",late 19thâ€“early 20th century,Wood,Overall: 9 x 5 7/8 x 3 1/2 in. (22.9 x 14.9 x 8.9 cm)Overall (with mount): 12 7/8 x 5 7/8 x 5 5/8 in. (32.7 x 14.9 x 14.3 cm)Mount: 5 1/4 x 5 3/8 x 4 3/16 in. (13.3 x 13.7 x 10.6 cm),A277,a277_i5r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, North Wall Cabinet, Top Shelf",A mask with a large open mouth and decorative carving across the forehead.,,Sculptures,"Clarke, Christa. African Art in the Barnes Foundation: The Triumph of L'Art nÃ¨gre and the Harlem Renaissance. New York: Skira Rizzoli, 2015, 114-115.De Mazia, Violette. ""Academicism."" Vistas 4, no. 2 (1988-1989): pl. 96 (installation).Guillaume, Paul and Thomas Munro. Primitive Negro Sculpture. New York: Harcourt, Brace & Company, 1926, pl. 30 ""Ivory Coast mask; Dan - Yaboubas, XIIth century."""
7337,Face Mask,"Unidentified artist,Inagaki",late 19thâ€“early 20th century,"Wood, plant fiber, cowrie, fabric, glass, possible wool fiber, unidentified metal",Overall (with pendant fibers): 22 1/2 x 8 x 3 in. (57.2 x 20.3 x 7.6 cm)Overall: 10 1/4 x 8 x 3 in. (26 x 20.3 x 7.6 cm)Overall (with mount): 14 3/4 x 8 x 4 1/8 in. (37.5 x 20.3 x 10.5 cm)Mount: 12 1/8 x 5 7/8 x 4 1/8 in. (30.8 x 14.9 x 10.5 cm),A271,a271_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, North Wall Cabinet, Top Shelf","A mask with slit eyes and large lips. There are red, white, and blue beads around the chin and a headdress of rattan and shells around the top of the head.",,Sculptures,"Clarke, Christa. African Art in the Barnes Foundation: The Triumph of L'Art nÃ¨gre and the Harlem Renaissance. New York: Skira Rizzoli, 2015, 104, 106, pl. 13a.Clarke, Christa. ""Defining African Art."" African Arts 36, no. 1 (2003): 43, fig. 6. De Mazia, Violette. ""Academicism."" Vistas 4, no. 2 (1988-1989): pl. 96 (installation).Guillaume, Paul and Thomas Munro. Primitive Negro Sculpture. New York: Harcourt, Brace & Company, 1926, pl. 8 ""Ivory Coast mask; Dan-Yaboubas, XIIth century."""
7350,Face Mask,"Unidentified artist,Inagaki",19thâ€“early 20th century,"Wood, pigment",Overall: 19 3/4 x 6 3/4 x 3 3/8 in. (50.2 x 17.1 x 8.6 cm)Overall (with mount): 23 5/8 x 6 1/2 x 5 9/16 in. (60 x 16.5 x 14.1 cm)Mount: 14 x 6 1/2 x 4 15/16 in. (35.6 x 16.5 x 12.5 cm),A260,a260_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, South Wall Cabinet, Bottom Shelf","A mask with pursed lips, closed eyes, and zigzag trim around the face. A second face is above the first. It is smaller, painted brown, and has a triangular headdress.",,Sculptures,"Clarke, Christa. African Art in the Barnes Foundation: The Triumph of L'Art nÃ¨gre and the Harlem Renaissance. New York: Skira Rizzoli, 2015, 140-141, pl. 21b.Clarke, Christa. ""Defining African Art."" African Arts 36, no. 1 (2003):  47, fig. 13. Medgyes, Ladislas. ""The Art of the African Negro."" International Studio (November 1922): 141-8."
7511,Face Mask,"Unidentified artist,Inagaki",19thâ€“early 20th century,Wood,Overall: 9 x 5 1/8 x 2 3/8 in. (22.9 x 13 x 6 cm)Overall (with mount): 12 7/8 x 5 1/8 x 4 3/8 in. (32.7 x 13 x 11.1 cm)Mount: 11 7/8 x 5 x 4 7/16 in. (30.2 x 12.7 x 11.3 cm),A229,a229_i5r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 21, West Wall Cabinet, Bottom Shelf","A mask with slit eyes, large mouth, and pointed chin.",,Sculptures,"Clarke, Christa. African Art in the Barnes Foundation: The Triumph of L'Art nÃ¨gre and the Harlem Renaissance. New York: Skira Rizzoli, 2015, 104, 106, pl. 13b."
